Wed Jun 09 19:25:10 2010

Number of Points = 6000
Depth (nm)	Load (µN)	Time (s)
4362.899089	177.097001	65.600000
4363.222389	177.419843	65.616667
4363.060552	177.445566	65.633333
4363.222389	177.419843	65.650000
4363.060926	177.071277	65.666667
4363.222389	177.419843	65.683333
4363.060552	177.445566	65.700000
4363.060552	177.445566	65.716667
4363.060926	177.071277	65.733333
4363.060552	177.445566	65.750000
4363.060552	177.445566	65.766667
4363.384226	177.394120	65.783333
4362.899089	177.097001	65.800000
4363.222389	177.419843	65.816667
4363.222763	177.045552	65.833333
4363.060926	177.071277	65.850000
4363.060552	177.445566	65.866667
4363.060552	177.445566	65.883333
4363.222389	177.419843	65.900000
4362.898715	177.471289	65.916667
4363.222389	177.419843	65.933333
4362.898341	177.845645	65.950000
4363.384226	177.394120	65.966667
4363.060926	177.071277	65.983333
4363.222389	177.419843	66.000000
4362.899089	177.097001	66.016667
4363.060552	177.445566	66.033333
4363.060552	177.445566	66.050000
4363.222763	177.045552	66.066667
4363.222389	177.419843	66.083333
4363.222389	177.419843	66.100000
4362.899089	177.097001	66.116667
4363.222763	177.045552	66.133333
4363.060926	177.071277	66.150000
4363.222763	177.045552	66.166667
4362.899089	177.097001	66.183333
4363.384226	177.394120	66.200000
4363.060926	177.071277	66.216667
4363.060552	177.445566	66.233333
4363.060926	177.071277	66.250000
4363.060926	177.071277	66.266667
4363.060552	177.445566	66.283333
4363.222763	177.045552	66.300000
4363.060926	177.071277	66.316667
4363.223137	176.671330	66.333333
4362.898715	177.471289	66.350000
4363.222389	177.419843	66.366667
4363.060552	177.445566	66.383333
4363.222763	177.045552	66.400000
4363.222389	177.419843	66.416667
4363.060926	177.071277	66.433333
4363.060552	177.445566	66.450000
4363.223137	176.671330	66.466667
4363.060552	177.445566	66.483333
4363.060926	177.071277	66.500000
4363.222389	177.419843	66.516667
4363.060926	177.071277	66.533333
4363.222763	177.045552	66.550000
4363.222763	177.045552	66.566667
4363.060926	177.071277	66.583333
4363.061300	176.697056	66.600000
4363.060926	177.071277	66.616667
4363.222389	177.419843	66.633333
4363.222763	177.045552	66.650000
4363.222763	177.045552	66.666667
4363.060552	177.445566	66.683333
4363.222389	177.419843	66.700000
4362.899089	177.097001	66.716667
4363.060926	177.071277	66.733333
4363.060926	177.071277	66.750000
4363.222763	177.045552	66.766667
4363.222763	177.045552	66.783333
4363.060926	177.071277	66.800000
4363.060926	177.071277	66.816667
4363.060926	177.071277	66.833333
4363.222763	177.045552	66.850000
4363.060926	177.071277	66.866667
4363.223137	176.671330	66.883333
4362.899089	177.097001	66.900000
4363.222763	177.045552	66.916667
4363.222763	177.045552	66.933333
4363.222763	177.045552	66.950000
4362.899089	177.097001	66.966667
4363.060552	177.445566	66.983333
4363.222389	177.419843	67.000000
4363.060926	177.071277	67.016667
4363.222389	177.419843	67.033333
4363.222763	177.045552	67.050000
4363.223137	176.671330	67.066667
4362.899464	176.722782	67.083333
4363.222763	177.045552	67.100000
4363.060926	177.071277	67.116667
4363.060926	177.071277	67.133333
4363.060552	177.445566	67.150000
4363.222763	177.045552	67.166667
4363.060926	177.071277	67.183333
4362.899089	177.097001	67.200000
4363.060926	177.071277	67.216667
4363.222763	177.045552	67.233333
4363.060926	177.071277	67.250000
4363.222389	177.419843	67.266667
4363.222763	177.045552	67.283333
4363.060926	177.071277	67.300000
4363.060926	177.071277	67.316667
4363.222763	177.045552	67.333333
4363.061300	176.697056	67.350000
4363.060552	177.445566	67.366667
4363.223137	176.671330	67.383333
4362.899089	177.097001	67.400000
4363.223137	176.671330	67.416667
4363.061300	176.697056	67.433333
4363.060926	177.071277	67.450000
4363.060926	177.071277	67.466667
4363.223137	176.671330	67.483333
4363.060926	177.071277	67.500000
4363.223137	176.671330	67.516667
4363.061300	176.697056	67.533333
4363.060926	177.071277	67.550000
4363.061300	176.697056	67.566667
4363.060926	177.071277	67.583333
4363.384226	177.394120	67.600000
4363.061300	176.697056	67.616667
4363.061300	176.697056	67.633333
4363.222763	177.045552	67.650000
4363.060926	177.071277	67.666667
4363.060926	177.071277	67.683333
4363.222763	177.045552	67.700000
4363.061300	176.697056	67.716667
4363.060926	177.071277	67.733333
4363.060926	177.071277	67.750000
4363.384974	176.645604	67.766667
4362.899464	176.722782	67.783333
4363.222763	177.045552	67.800000
4362.899464	176.722782	67.816667
4363.223137	176.671330	67.833333
4363.060926	177.071277	67.850000
4363.223137	176.671330	67.866667
4363.222763	177.045552	67.883333
4363.061300	176.697056	67.900000
4363.061300	176.697056	67.916667
4363.061300	176.697056	67.933333
4363.384600	177.019828	67.950000
4363.061300	176.697056	67.966667
4363.061300	176.697056	67.983333
4363.061300	176.697056	68.000000
4363.222763	177.045552	68.016667
4362.899089	177.097001	68.033333
4363.222763	177.045552	68.050000
4363.223137	176.671330	68.066667
4363.223137	176.671330	68.083333
4363.061300	176.697056	68.100000
4363.223137	176.671330	68.116667
4362.899464	176.722782	68.133333
4363.384600	177.019828	68.150000
4363.061300	176.697056	68.166667
4363.222763	177.045552	68.183333
4362.899464	176.722782	68.200000
4363.222763	177.045552	68.216667
4363.061300	176.697056	68.233333
4363.061300	176.697056	68.250000
4363.061300	176.697056	68.266667
4363.060926	177.071277	68.283333
4363.060926	177.071277	68.300000
4363.222763	177.045552	68.316667
4363.061300	176.697056	68.333333
4363.222763	177.045552	68.350000
4363.223137	176.671330	68.366667
4363.060926	177.071277	68.383333
4363.061300	176.697056	68.400000
4363.061300	176.697056	68.416667
4363.060926	177.071277	68.433333
4363.061300	176.697056	68.450000
4363.060926	177.071277	68.466667
4363.061300	176.697056	68.483333
4362.899089	177.097001	68.500000
4363.384600	177.019828	68.516667
4363.061300	176.697056	68.533333
4363.061300	176.697056	68.550000
4363.060926	177.071277	68.566667
4363.060926	177.071277	68.583333
4363.222763	177.045552	68.600000
4363.061300	176.697056	68.616667
4363.222763	177.045552	68.633333
4363.061300	176.697056	68.650000
4363.223137	176.671330	68.666667
4363.222763	177.045552	68.683333
4362.899464	176.722782	68.700000
4363.222763	177.045552	68.716667
4363.223137	176.671330	68.733333
4363.061300	176.697056	68.750000
4363.223137	176.671330	68.766667
4363.223137	176.671330	68.783333
4363.061300	176.697056	68.800000
4363.061300	176.697056	68.816667
4363.223137	176.671330	68.833333
4362.899089	177.097001	68.850000
4363.384974	176.645604	68.866667
4363.223511	176.297175	68.883333
4363.061300	176.697056	68.900000
4363.223137	176.671330	68.916667
4363.061300	176.697056	68.933333
4363.061300	176.697056	68.950000
4363.223137	176.671330	68.966667
4363.223511	176.297175	68.983333
4362.899838	176.348631	69.000000
4363.223137	176.671330	69.016667
4363.061300	176.697056	69.033333
4363.223137	176.671330	69.050000
4363.061300	176.697056	69.066667
4363.223511	176.297175	69.083333
4362.737627	176.748508	69.100000
4363.060926	177.071277	69.116667
4363.223137	176.671330	69.133333
4363.061300	176.697056	69.150000
4363.061300	176.697056	69.166667
4363.384600	177.019828	69.183333
4362.899464	176.722782	69.200000
4363.223511	176.297175	69.216667
4363.061300	176.697056	69.233333
4363.061300	176.697056	69.250000
4363.222763	177.045552	69.266667
4363.223137	176.671330	69.283333
4363.061675	176.322903	69.300000
4362.899464	176.722782	69.316667
4363.384974	176.645604	69.333333
4363.060926	177.071277	69.350000
4363.223137	176.671330	69.366667
4362.899089	177.097001	69.383333
4363.061300	176.697056	69.400000
4363.061300	176.697056	69.416667
4363.223137	176.671330	69.433333
4363.061300	176.697056	69.450000
4363.223137	176.671330	69.466667
4363.061300	176.697056	69.483333
4363.061675	176.322903	69.500000
4363.061300	176.697056	69.516667
4363.223137	176.671330	69.533333
4363.223137	176.671330	69.550000
4363.061300	176.697056	69.566667
4363.223137	176.671330	69.583333
4363.061300	176.697056	69.600000
4363.061675	176.322903	69.616667
4363.223511	176.297175	69.633333
4363.061675	176.322903	69.650000
4363.061300	176.697056	69.666667
4363.061675	176.322903	69.683333
4362.899464	176.722782	69.700000
4363.223137	176.671330	69.716667
4363.223137	176.671330	69.733333
4363.384974	176.645604	69.750000
4362.899464	176.722782	69.766667
4363.223137	176.671330	69.783333
4362.899464	176.722782	69.800000
4363.223137	176.671330	69.816667
4363.061300	176.697056	69.833333
4363.223137	176.671330	69.850000
4363.061300	176.697056	69.866667
4363.061300	176.697056	69.883333
4363.061300	176.697056	69.900000
4363.223137	176.671330	69.916667
4363.223137	176.671330	69.933333
4363.223137	176.671330	69.950000
4363.061300	176.697056	69.966667
4363.060926	177.071277	69.983333
4363.223137	176.671330	70.000000
4363.061675	176.322903	70.016667
4363.223511	176.297175	70.033333
4363.061675	176.322903	70.050000
4363.384974	176.645604	70.066667
4363.061675	176.322903	70.083333
4363.223137	176.671330	70.100000
4362.899464	176.722782	70.116667
4363.384600	177.019828	70.133333
4363.061675	176.322903	70.150000
4363.061300	176.697056	70.166667
4363.061300	176.697056	70.183333
4363.385348	176.271448	70.200000
4362.899838	176.348631	70.216667
4363.061675	176.322903	70.233333
4363.061300	176.697056	70.250000
4363.061300	176.697056	70.266667
4363.223137	176.671330	70.283333
4363.061300	176.697056	70.300000
4363.223137	176.671330	70.316667
4363.061300	176.697056	70.333333
4363.223137	176.671330	70.350000
4363.223511	176.297175	70.366667
4363.223137	176.671330	70.383333
4362.899838	176.348631	70.400000
4363.223511	176.297175	70.416667
4363.060926	177.071277	70.433333
4363.223511	176.297175	70.450000
4363.223137	176.671330	70.466667
4363.223511	176.297175	70.483333
4363.061675	176.322903	70.500000
4363.061300	176.697056	70.516667
4363.061675	176.322903	70.533333
4363.061675	176.322903	70.550000
4363.223137	176.671330	70.566667
4362.899464	176.722782	70.583333
4363.384974	176.645604	70.600000
4363.223511	176.297175	70.616667
4363.061675	176.322903	70.633333
4363.223511	176.297175	70.650000
4363.061300	176.697056	70.666667
4363.061675	176.322903	70.683333
4363.061300	176.697056	70.700000
4363.061675	176.322903	70.716667
4363.223511	176.297175	70.733333
4362.899838	176.348631	70.750000
4363.223511	176.297175	70.766667
4363.061675	176.322903	70.783333
4363.061675	176.322903	70.800000
4363.061300	176.697056	70.816667
4363.061300	176.697056	70.833333
4363.384974	176.645604	70.850000
4363.223511	176.297175	70.866667
4363.061300	176.697056	70.883333
4363.061300	176.697056	70.900000
4363.061675	176.322903	70.916667
4363.223511	176.297175	70.933333
4363.223137	176.671330	70.950000
4363.061300	176.697056	70.966667
4363.061300	176.697056	70.983333
4363.061300	176.697056	71.000000
4363.223511	176.297175	71.016667
4363.223137	176.671330	71.033333
4363.061675	176.322903	71.050000
4363.223511	176.297175	71.066667
4362.899838	176.348631	71.083333
4363.223511	176.297175	71.100000
4363.061300	176.697056	71.116667
4363.061300	176.697056	71.133333
4363.223511	176.297175	71.150000
4363.223137	176.671330	71.166667
4363.061300	176.697056	71.183333
4363.061300	176.697056	71.200000
4363.223137	176.671330	71.216667
4363.061675	176.322903	71.233333
4363.223511	176.297175	71.250000
4363.061675	176.322903	71.266667
4363.061300	176.697056	71.283333
4363.223511	176.297175	71.300000
4363.223511	176.297175	71.316667
4363.061675	176.322903	71.333333
4363.223137	176.671330	71.350000
4363.061675	176.322903	71.366667
4363.223511	176.297175	71.383333
4363.061675	176.322903	71.400000
4363.061675	176.322903	71.416667
4363.223511	176.297175	71.433333
4363.061675	176.322903	71.450000
4363.223511	176.297175	71.466667
4363.061675	176.322903	71.483333
4363.223886	175.923089	71.500000
4362.899838	176.348631	71.516667
4363.061675	176.322903	71.533333
4363.061300	176.697056	71.550000
4363.385348	176.271448	71.566667
4362.899838	176.348631	71.583333
4363.223511	176.297175	71.600000
4363.061675	176.322903	71.616667
4363.223886	175.923089	71.633333
4362.899838	176.348631	71.650000
4363.061675	176.322903	71.666667
4363.223511	176.297175	71.683333
4363.223511	176.297175	71.700000
4362.899838	176.348631	71.716667
4363.061675	176.322903	71.733333
4363.061300	176.697056	71.750000
4363.385348	176.271448	71.766667
4362.899838	176.348631	71.783333
4363.061675	176.322903	71.800000
4362.899838	176.348631	71.816667
4363.061675	176.322903	71.833333
4363.223137	176.671330	71.850000
4363.061675	176.322903	71.866667
4363.223511	176.297175	71.883333
4362.899838	176.348631	71.900000
4363.223511	176.297175	71.916667
4363.061675	176.322903	71.933333
4363.223511	176.297175	71.950000
4363.061675	176.322903	71.966667
4363.223511	176.297175	71.983333
4363.061675	176.322903	72.000000
4363.223886	175.923089	72.016667
4362.899838	176.348631	72.033333
4363.385348	176.271448	72.050000
4363.061675	176.322903	72.066667
4363.223886	175.923089	72.083333
4363.061675	176.322903	72.100000
4363.061675	176.322903	72.116667
4363.223511	176.297175	72.133333
4363.223511	176.297175	72.150000
4363.061675	176.322903	72.166667
4363.061675	176.322903	72.183333
4363.061675	176.322903	72.200000
4363.223511	176.297175	72.216667
4363.061675	176.322903	72.233333
4363.223137	176.671330	72.250000
4363.061675	176.322903	72.266667
4363.223511	176.297175	72.283333
4363.061675	176.322903	72.300000
4363.223511	176.297175	72.316667
4363.223511	176.297175	72.333333
4363.061675	176.322903	72.350000
4363.061675	176.322903	72.366667
4363.061675	176.322903	72.383333
4363.061300	176.697056	72.400000
4363.223511	176.297175	72.416667
4363.061675	176.322903	72.433333
4363.061300	176.697056	72.450000
4363.223137	176.671330	72.466667
4363.223886	175.923089	72.483333
4362.900212	175.974548	72.500000
4363.061675	176.322903	72.516667
4363.061675	176.322903	72.533333
4363.384974	176.645604	72.550000
4363.062049	175.948818	72.566667
4363.061300	176.697056	72.583333
4363.061675	176.322903	72.600000
4363.223886	175.923089	72.616667
4363.062049	175.948818	72.633333
4362.899838	176.348631	72.650000
4363.223511	176.297175	72.666667
4363.061675	176.322903	72.683333
4363.062049	175.948818	72.700000
4363.062049	175.948818	72.716667
4363.223511	176.297175	72.733333
4363.061675	176.322903	72.750000
4363.223511	176.297175	72.766667
4363.061675	176.322903	72.783333
4363.223886	175.923089	72.800000
4362.899838	176.348631	72.816667
4363.223511	176.297175	72.833333
4363.062049	175.948818	72.850000
4363.223511	176.297175	72.866667
4363.223511	176.297175	72.883333
4363.061675	176.322903	72.900000
4363.061675	176.322903	72.916667
4363.223511	176.297175	72.933333
4363.223511	176.297175	72.950000
4363.061675	176.322903	72.966667
4363.385722	175.897360	72.983333
4362.900212	175.974548	73.000000
4363.223886	175.923089	73.016667
4363.062049	175.948818	73.033333
4363.061675	176.322903	73.050000
4363.385348	176.271448	73.066667
4362.900212	175.974548	73.083333
4363.223511	176.297175	73.100000
4363.062049	175.948818	73.116667
4363.061675	176.322903	73.133333
4363.223511	176.297175	73.150000
4363.223511	176.297175	73.166667
4363.061675	176.322903	73.183333
4362.900212	175.974548	73.200000
4363.223511	176.297175	73.216667
4363.385348	176.271448	73.233333
4363.061675	176.322903	73.250000
4363.223886	175.923089	73.266667
4362.899838	176.348631	73.283333
4363.223511	176.297175	73.300000
4363.061675	176.322903	73.316667
4363.223886	175.923089	73.333333
4362.899838	176.348631	73.350000
4363.385348	176.271448	73.366667
4362.900212	175.974548	73.383333
4363.223886	175.923089	73.400000
4363.061675	176.322903	73.416667
4363.223886	175.923089	73.433333
4363.062049	175.948818	73.450000
4363.061675	176.322903	73.466667
4363.223511	176.297175	73.483333
4363.062049	175.948818	73.500000
4363.061675	176.322903	73.516667
4363.385722	175.897360	73.533333
4363.062049	175.948818	73.550000
4363.062049	175.948818	73.566667
4363.061675	176.322903	73.583333
4363.062049	175.948818	73.600000
4363.061675	176.322903	73.616667
4363.061675	176.322903	73.633333
4363.223886	175.923089	73.650000
4362.899838	176.348631	73.666667
4363.223511	176.297175	73.683333
4363.061675	176.322903	73.700000
4363.223886	175.923089	73.716667
4363.062049	175.948818	73.733333
4363.061675	176.322903	73.750000
4363.223886	175.923089	73.766667
4363.061675	176.322903	73.783333
4363.061675	176.322903	73.800000
